condition,round,semdis,id
treatment,4,1.09087,ego_trt_62
treatment,4,1.07132,ego_trt_63
treatment,4,1.01293,ego_trt_64
treatment,4,1.17912,ego_trt_65
treatment,4,1.07331,ego_trt_66
treatment,4,1.12529,ego_trt_67
treatment,4,1.10309,ego_trt_68
treatment,4,1.0653,ego_trt_69
treatment,4,1.15183,ego_trt_70
treatment,4,1.06693,ego_trt_71
treatment,4,0.97047,ego_trt_72
treatment,4,1.17225,ego_trt_73
treatment,4,1.13653,ego_trt_74
treatment,4,1.03967,ego_trt_75
treatment,4,1.13555,ego_trt_76
treatment,4,1.05835,ego_trt_77
treatment,4,1.04378,ego_trt_78
treatment,4,1.08007,ego_trt_79
treatment,4,1.08646,ego_trt_80
treatment,4,1.12611,ego_trt_81
treatment,4,1.2731,ego_trt_82
treatment,4,1.0937,ego_trt_83
treatment,4,1.04771,ego_trt_84
treatment,4,1.02795,ego_trt_85
treatment,4,1.01888,ego_trt_86
treatment,4,1.03861,ego_trt_87
treatment,4,1.06287,ego_trt_88
treatment,4,1.13074,ego_trt_89
treatment,4,1.11096,ego_trt_90
treatment,4,1.04097,ego_trt_91
treatment,4,1.11363,ego_trt_92
treatment,4,1.10003,ego_trt_93
treatment,4,1.07049,ego_trt_94
treatment,4,1.11451,ego_trt_95
treatment,4,1.04542,ego_trt_96
treatment,4,1.06938,ego_trt_97
treatment,4,1.06314,ego_trt_98
treatment,4,1.10444,ego_trt_99
treatment,4,1.10795,ego_trt_100
treatment,4,1.01933,ego_trt_101
treatment,4,1.06994,ego_trt_102
treatment,4,1.09226,ego_trt_103
treatment,4,1.03109,ego_trt_104
treatment,4,1.06368,ego_trt_105
treatment,4,1.09298,ego_trt_106
treatment,4,1.03428,ego_trt_107
treatment,4,1.31973,ego_trt_108
treatment,4,1.06183,ego_trt_109
treatment,4,1.02388,ego_trt_110
treatment,4,1.06472,ego_trt_111
treatment,4,1.03109,ego_trt_112
treatment,4,0.93811,ego_trt_113
treatment,4,1.14671,ego_trt_114
treatment,4,1.05076,ego_trt_115
treatment,4,1.08651,ego_trt_116
treatment,4,1.06407,ego_trt_117
treatment,4,0.96238,ego_trt_118
treatment,4,0.95481,ego_trt_119
treatment,4,1.26184,ego_trt_120
treatment,4,1.14335,ego_trt_121
treatment,4,1.06241,ego_trt_122
treatment,4,1.00548,ego_trt_123
treatment,4,1.04481,ego_trt_124
treatment,4,1.0686,ego_trt_125
treatment,4,1.07556,ego_trt_126
treatment,4,1.03986,ego_trt_127
treatment,4,1.16519,ego_trt_128
treatment,4,1.16519,ego_trt_129
treatment,4,1.0735,ego_trt_130
treatment,4,1.08155,ego_trt_131
treatment,4,1.04295,ego_trt_132
treatment,4,1.11043,ego_trt_133
treatment,4,0.994,ego_trt_134
treatment,4,1.06519,ego_trt_135
treatment,4,1.15236,ego_trt_136
treatment,4,1.02665,ego_trt_137
treatment,4,1.01888,ego_trt_138
treatment,4,1.10018,ego_trt_139
treatment,4,1.12769,ego_trt_140
treatment,4,1.06287,ego_trt_141
treatment,4,1.12769,ego_trt_142
treatment,4,1.03798,ego_trt_143
treatment,4,1.09108,ego_trt_144
treatment,4,1.01973,ego_trt_145
treatment,4,1.28334,ego_trt_146
treatment,4,1.20384,ego_trt_147
treatment,4,1.11656,ego_trt_148
treatment,4,1.10387,ego_trt_149
treatment,4,1.0335,ego_trt_150
treatment,4,1.02051,ego_trt_151
treatment,4,1.07,ego_trt_152
treatment,4,1.13993,ego_trt_153
treatment,4,1.02063,ego_trt_154
treatment,4,1.04557,ego_trt_155
treatment,4,0.99754,ego_trt_156
treatment,4,1.13629,ego_trt_157
treatment,4,1.07149,ego_trt_158
treatment,4,1.08412,ego_trt_159
treatment,4,1.02949,ego_trt_160
treatment,4,1.07149,ego_trt_161
treatment,4,1.06965,ego_trt_162
treatment,4,1.08957,ego_trt_163
treatment,4,1.04002,ego_trt_164
treatment,4,1.06965,ego_trt_165
treatment,4,1.19089,ego_trt_166
treatment,4,1.09831,ego_trt_167
treatment,4,1.15183,ego_trt_168
treatment,4,1.06519,ego_trt_169
treatment,4,0.99628,ego_trt_170
treatment,4,1.06154,ego_trt_171
treatment,4,1.11604,ego_trt_172
treatment,4,1.13732,ego_trt_173
treatment,4,1.06965,ego_trt_174
treatment,4,1.10641,ego_trt_175
treatment,4,1.07659,ego_trt_176
treatment,4,1.04116,ego_trt_177
treatment,4,0.99407,ego_trt_178
treatment,4,1.10811,ego_trt_179
treatment,4,1.01352,ego_trt_180
control,5,1.16231,ego_ctrl_1
control,5,0.97237,ego_ctrl_2
control,5,1.0593,ego_ctrl_3
control,5,1.05585,ego_ctrl_4
control,5,1.13006,ego_ctrl_5
control,5,1.03963,ego_ctrl_6
control,5,1.01645,ego_ctrl_7
control,5,1.1734,ego_ctrl_8
control,5,1.10681,ego_ctrl_9
control,5,1.00471,ego_ctrl_10
control,5,1.11795,ego_ctrl_11
control,5,1.02443,ego_ctrl_12
control,5,1.07265,ego_ctrl_13
control,5,0.92793,ego_ctrl_14
control,5,1.04314,ego_ctrl_15
control,5,1.09767,ego_ctrl_16
control,5,1.01962,ego_ctrl_17
control,5,0.91593,ego_ctrl_18
control,5,1.20301,ego_ctrl_19
control,5,1.07737,ego_ctrl_20
control,5,0.93561,ego_ctrl_21
control,5,0.9996,ego_ctrl_22
control,5,1.06676,ego_ctrl_23
control,5,1.047,ego_ctrl_24
control,5,1.18443,ego_ctrl_25
control,5,1.0448,ego_ctrl_26
control,5,1.23809,ego_ctrl_27
control,5,1.16084,ego_ctrl_28
control,5,1.08159,ego_ctrl_29
control,5,0.92919,ego_ctrl_30
control,5,1.02286,ego_ctrl_31
control,5,0.93836,ego_ctrl_32
control,5,1.21959,ego_ctrl_33
control,5,1.0155,ego_ctrl_34
control,5,1.05174,ego_ctrl_35
control,5,0.9925,ego_ctrl_36
control,5,1.0344,ego_ctrl_37
control,5,1.1059,ego_ctrl_38
control,5,1.00843,ego_ctrl_39
control,5,1.07762,ego_ctrl_40
control,5,1.00365,ego_ctrl_41
control,5,1.20887,ego_ctrl_42
control,5,1.18636,ego_ctrl_43
control,5,0.99915,ego_ctrl_44
control,5,1.03012,ego_ctrl_45
control,5,1.0856,ego_ctrl_46
control,5,1.29011,ego_ctrl_47
control,5,1.12693,ego_ctrl_48
control,5,1.21608,ego_ctrl_49
control,5,1.00419,ego_ctrl_50
control,5,1.114,ego_ctrl_51
control,5,1.06199,ego_ctrl_52
control,5,1.0344,ego_ctrl_53
control,5,1.20505,ego_ctrl_54
control,5,1.0344,ego_ctrl_55
control,5,1.04697,ego_ctrl_56
control,5,1.04079,ego_ctrl_57
control,5,0.92795,ego_ctrl_58
control,5,0.99519,ego_ctrl_59
control,5,1.00854,ego_ctrl_60
control,5,1.14075,ego_ctrl_61
control,5,0.99778,ego_ctrl_62
control,5,1.05882,ego_ctrl_63
control,5,1.12137,ego_ctrl_64
control,5,1.1203,ego_ctrl_65
control,5,1.11854,ego_ctrl_66
control,5,1.02876,ego_ctrl_67
control,5,1.06456,ego_ctrl_68
control,5,1.20865,ego_ctrl_69
control,5,1.19682,ego_ctrl_70
control,5,1.13328,ego_ctrl_71
control,5,0,ego_ctrl_72
control,5,1.09811,ego_ctrl_73
control,5,1.21177,ego_ctrl_74
control,5,1.20677,ego_ctrl_75
control,5,1.07798,ego_ctrl_76
control,5,1.18449,ego_ctrl_77
control,5,1.13007,ego_ctrl_78
control,5,1.21591,ego_ctrl_79
control,5,1.12019,ego_ctrl_80
control,5,0.94341,ego_ctrl_81
control,5,1.04314,ego_ctrl_82
control,5,1.00449,ego_ctrl_83
control,5,1.21516,ego_ctrl_84
control,5,1.1307,ego_ctrl_85
control,5,1.10825,ego_ctrl_86
control,5,1.0131,ego_ctrl_87
control,5,1.19031,ego_ctrl_88
control,5,1.10572,ego_ctrl_89
control,5,1.16319,ego_ctrl_90
control,5,1.10778,ego_ctrl_91
control,5,0,ego_ctrl_92
control,5,1.15538,ego_ctrl_93
control,5,1.13053,ego_ctrl_94
control,5,1.11535,ego_ctrl_95
control,5,1.24714,ego_ctrl_96
control,5,0.98262,ego_ctrl_97
control,5,1.03039,ego_ctrl_98
control,5,1.07419,ego_ctrl_99
control,5,0.96764,ego_ctrl_100
control,5,1.16882,ego_ctrl_101
control,5,1.07078,ego_ctrl_102
control,5,1.02769,ego_ctrl_103
control,5,1.07126,ego_ctrl_104
control,5,1.07231,ego_ctrl_105
control,5,1.14092,ego_ctrl_106
control,5,1.085,ego_ctrl_107
control,5,0.96545,ego_ctrl_108
control,5,1.05064,ego_ctrl_109
control,5,1.13309,ego_ctrl_110
control,5,1.00297,ego_ctrl_111
control,5,1.24188,ego_ctrl_112
control,5,1.00971,ego_ctrl_113
control,5,1.05911,ego_ctrl_114
control,5,1.1613,ego_ctrl_115
control,5,1.07082,ego_ctrl_116
control,5,1.09039,ego_ctrl_117
control,5,1.06133,ego_ctrl_118
control,5,1.20644,ego_ctrl_119
control,5,1.23003,ego_ctrl_120
control,5,1.0236,ego_ctrl_121
control,5,1.08618,ego_ctrl_122
control,5,1.11607,ego_ctrl_123
control,5,1.08824,ego_ctrl_124
control,5,1.05583,ego_ctrl_125
control,5,1.1079,ego_ctrl_126
control,5,1.02413,ego_ctrl_127
control,5,1.17482,ego_ctrl_128
control,5,1.17528,ego_ctrl_129
control,5,1.04926,ego_ctrl_130
control,5,1.07583,ego_ctrl_131
control,5,1.02751,ego_ctrl_132
control,5,1.04015,ego_ctrl_133
control,5,1.19174,ego_ctrl_134
control,5,1.0557,ego_ctrl_135
control,5,1.14036,ego_ctrl_136
control,5,1.17636,ego_ctrl_137
control,5,0.96134,ego_ctrl_138
control,5,1.02216,ego_ctrl_139
control,5,1.07437,ego_ctrl_140
control,5,1.10151,ego_ctrl_141
control,5,0,ego_ctrl_142
control,5,1.0816,ego_ctrl_143
control,5,0.99032,ego_ctrl_144
control,5,1.04486,ego_ctrl_145
control,5,1.0114,ego_ctrl_146
control,5,1.2503,ego_ctrl_147
control,5,1.07806,ego_ctrl_148
control,5,1.08103,ego_ctrl_149
control,5,1.02221,ego_ctrl_150
control,5,0.98714,ego_ctrl_151
control,5,1.10442,ego_ctrl_152
control,5,1.14988,ego_ctrl_153
control,5,1.14092,ego_ctrl_154
control,5,1.10887,ego_ctrl_155
control,5,1.08439,ego_ctrl_156
control,5,0.91462,ego_ctrl_157
control,5,1.00094,ego_ctrl_158
control,5,1.20606,ego_ctrl_159
control,5,1.1494,ego_ctrl_160
control,5,1.01203,ego_ctrl_161
control,5,0.98626,ego_ctrl_162
control,5,1.10687,ego_ctrl_163
control,5,0.98997,ego_ctrl_164
control,5,0.91514,ego_ctrl_165
control,5,1.15002,ego_ctrl_166
control,5,0.99626,ego_ctrl_167
control,5,1.1,ego_ctrl_168
control,5,1.11176,ego_ctrl_169
control,5,1.03835,ego_ctrl_170
control,5,1.11322,ego_ctrl_171
control,5,1.01662,ego_ctrl_172
control,5,1.02382,ego_ctrl_173
control,5,1.16573,ego_ctrl_174
control,5,1.12374,ego_ctrl_175
control,5,0.99785,ego_ctrl_176
control,5,1.02907,ego_ctrl_177
control,5,1.07149,ego_ctrl_178
control,5,1.11946,ego_ctrl_179
control,5,1.02185,ego_ctrl_180
treatment,5,1.16526,ego_trt_1
treatment,5,1.12195,ego_trt_2
treatment,5,1.00618,ego_trt_3
treatment,5,1.17493,ego_trt_4
treatment,5,1.04023,ego_trt_5
treatment,5,1.07052,ego_trt_6
treatment,5,1.01603,ego_trt_7
treatment,5,1.20462,ego_trt_8
treatment,5,0.98252,ego_trt_9
treatment,5,1.10503,ego_trt_10
treatment,5,1.12221,ego_trt_11
treatment,5,1.07737,ego_trt_12
treatment,5,1.081,ego_trt_13
treatment,5,1.08035,ego_trt_14
treatment,5,1.06315,ego_trt_15
treatment,5,1.12439,ego_trt_16
treatment,5,0.99261,ego_trt_17
treatment,5,1.145,ego_trt_18
treatment,5,0.97211,ego_trt_19
treatment,5,1.14092,ego_trt_20
treatment,5,1.13981,ego_trt_21
treatment,5,1.01687,ego_trt_22
treatment,5,1.01761,ego_trt_23
treatment,5,1.05561,ego_trt_24
treatment,5,1.1075,ego_trt_25
treatment,5,1.05671,ego_trt_26
treatment,5,1.13041,ego_trt_27
treatment,5,0.97577,ego_trt_28
treatment,5,1.2005,ego_trt_29
treatment,5,1.00757,ego_trt_30
treatment,5,1.01687,ego_trt_31
treatment,5,1.06657,ego_trt_32
treatment,5,1.03705,ego_trt_33
treatment,5,1.21342,ego_trt_34
treatment,5,1.14092,ego_trt_35
treatment,5,1.14092,ego_trt_36
treatment,5,1.03268,ego_trt_37
treatment,5,1.03347,ego_trt_38
treatment,5,1.0712,ego_trt_39
treatment,5,1.05871,ego_trt_40
treatment,5,1.02876,ego_trt_41
treatment,5,1.14602,ego_trt_42
treatment,5,1.06763,ego_trt_43
treatment,5,1.07295,ego_trt_44
treatment,5,1.07458,ego_trt_45
treatment,5,1.04942,ego_trt_46
treatment,5,1.00139,ego_trt_47
treatment,5,1.02728,ego_trt_48
treatment,5,1.04206,ego_trt_49
treatment,5,1.16194,ego_trt_50
treatment,5,1.02968,ego_trt_51
treatment,5,1.29932,ego_trt_52
treatment,5,1.0344,ego_trt_53
treatment,5,1.06477,ego_trt_54
treatment,5,1.01963,ego_trt_55
treatment,5,1.0571,ego_trt_56
treatment,5,1.08007,ego_trt_57
treatment,5,1.12447,ego_trt_58
treatment,5,0.95365,ego_trt_59
treatment,5,1.07658,ego_trt_60
treatment,5,1.0926,ego_trt_61
treatment,5,1.04694,ego_trt_62
treatment,5,1.21356,ego_trt_63
treatment,5,1.01912,ego_trt_64
treatment,5,1.20572,ego_trt_65
treatment,5,1.21487,ego_trt_66
treatment,5,1.02389,ego_trt_67
treatment,5,1.12674,ego_trt_68
treatment,5,1.20704,ego_trt_69
treatment,5,1.0481,ego_trt_70
treatment,5,1.0344,ego_trt_71
treatment,5,0.96888,ego_trt_72
treatment,5,1.08329,ego_trt_73
treatment,5,1.1026,ego_trt_74
treatment,5,1.23227,ego_trt_75
treatment,5,1.1029,ego_trt_76
treatment,5,1.18734,ego_trt_77
treatment,5,0.97888,ego_trt_78
treatment,5,1.34872,ego_trt_79
treatment,5,1.03443,ego_trt_80
treatment,5,1.20575,ego_trt_81
treatment,5,1.12475,ego_trt_82
treatment,5,1.12508,ego_trt_83
treatment,5,1.07259,ego_trt_84
treatment,5,1.02373,ego_trt_85
treatment,5,1.03562,ego_trt_86
treatment,5,1.07137,ego_trt_87
treatment,5,1.21771,ego_trt_88
treatment,5,1.0861,ego_trt_89
treatment,5,1.15652,ego_trt_90
treatment,5,1.15852,ego_trt_91
treatment,5,1.07505,ego_trt_92
treatment,5,1.20969,ego_trt_93
treatment,5,1.01601,ego_trt_94
treatment,5,1.01436,ego_trt_95
treatment,5,1.03166,ego_trt_96
treatment,5,1.03529,ego_trt_97
treatment,5,1.06345,ego_trt_98
treatment,5,1.07737,ego_trt_99
treatment,5,1.20841,ego_trt_100
treatment,5,1.0375,ego_trt_101
treatment,5,1.1352,ego_trt_102
treatment,5,0.9475,ego_trt_103
treatment,5,1.13007,ego_trt_104
treatment,5,1.18793,ego_trt_105
treatment,5,0.95932,ego_trt_106
treatment,5,1.12874,ego_trt_107
treatment,5,1.04515,ego_trt_108
treatment,5,1.20865,ego_trt_109
treatment,5,1.05597,ego_trt_110
treatment,5,1.02603,ego_trt_111
treatment,5,1.01893,ego_trt_112
treatment,5,1.05926,ego_trt_113
treatment,5,1.12461,ego_trt_114
treatment,5,1.11975,ego_trt_115
treatment,5,1.20865,ego_trt_116
treatment,5,1.04876,ego_trt_117
treatment,5,1.03232,ego_trt_118
treatment,5,1.03952,ego_trt_119
treatment,5,1.04179,ego_trt_120
treatment,5,1.02933,ego_trt_121
treatment,5,0.90683,ego_trt_122
treatment,5,0.96069,ego_trt_123
treatment,5,1.04429,ego_trt_124
treatment,5,1.11727,ego_trt_125
treatment,5,1.01221,ego_trt_126
treatment,5,1.0176,ego_trt_127
treatment,5,1.17322,ego_trt_128
treatment,5,1.01687,ego_trt_129
treatment,5,1.20391,ego_trt_130
treatment,5,1.09485,ego_trt_131
treatment,5,1.17848,ego_trt_132
treatment,5,1.19014,ego_trt_133
treatment,5,1.03074,ego_trt_134
treatment,5,1.01165,ego_trt_135
treatment,5,1.13652,ego_trt_136
treatment,5,1.10513,ego_trt_137
treatment,5,1.12199,ego_trt_138
treatment,5,1.19682,ego_trt_139
treatment,5,1.0993,ego_trt_140
treatment,5,1.01221,ego_trt_141
treatment,5,1.17322,ego_trt_142
treatment,5,1.14092,ego_trt_143
treatment,5,0.92326,ego_trt_144
treatment,5,1.0512,ego_trt_145
treatment,5,1.01687,ego_trt_146
treatment,5,1.08481,ego_trt_147
treatment,5,1.05897,ego_trt_148
treatment,5,1.03892,ego_trt_149
treatment,5,1.04945,ego_trt_150
treatment,5,0.96654,ego_trt_151
treatment,5,1.03074,ego_trt_152
treatment,5,1.14134,ego_trt_153
treatment,5,1.14175,ego_trt_154
treatment,5,0.98449,ego_trt_155
treatment,5,1.14092,ego_trt_156
treatment,5,1.00782,ego_trt_157
treatment,5,1.15657,ego_trt_158
treatment,5,1.0996,ego_trt_159
treatment,5,1.09405,ego_trt_160
treatment,5,1.0156,ego_trt_161
treatment,5,1.14092,ego_trt_162
treatment,5,0.99165,ego_trt_163
treatment,5,1.29011,ego_trt_164
treatment,5,1.14092,ego_trt_165
treatment,5,1.0608,ego_trt_166
treatment,5,1.03111,ego_trt_167
treatment,5,1.12294,ego_trt_168
treatment,5,1.02167,ego_trt_169
treatment,5,1.09348,ego_trt_170
treatment,5,1.00644,ego_trt_171
treatment,5,1.05206,ego_trt_172
treatment,5,1.0987,ego_trt_173
treatment,5,1.14092,ego_trt_174
treatment,5,1.19682,ego_trt_175
treatment,5,1.1736,ego_trt_176
treatment,5,1.19682,ego_trt_177
treatment,5,1.16727,ego_trt_178
treatment,5,0.98657,ego_trt_179
treatment,5,1.0424,ego_trt_180